gene_id,13_S31_R1_001.bam.gtf,23_S32_R1_001.bam.gtf,35_S33_R1_001.bam.gtf,52_S34_R1_001.bam.gtf,60_S35_R1_001.bam.gtf,72_S36_R1_001.bam.gtf,85_S37_R1_001.bam.gtf,9_S30_R1_001.bam.gtf
STRG.12067,1559,3916,2668,5151,4644,2198,1305,2891
Montipora_capitata_HIv3___TS.g31553.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g36129.t1,0,0,0,0,0,4,0,0
Montipora_capitata_HIv3___RNAseq.g47081.t1,0,4,0,0,0,6,15,7
Montipora_capitata_HIv3___RNAseq.g10091.t1,0,0,0,0,0,8,4,0
STRG.6069,1706,3122,975,2160,2530,3680,3303,2945
Montipora_capitata_HIv3___RNAseq.g35701.t1,0,0,0,0,2,0,0,0
STRG.6067,747,1380,369,1215,1255,903,718,1025
STRG.6066,169,1196,875,2165,2471,1107,551,746
STRG.6065,470,977,302,1626,1433,764,354,621
STRG.6064,379,680,403,613,693,318,220,604
STRG.6063,17,35,60,341,213,193,20,36
Montipora_capitata_HIv3___RNAseq.g49159.t1,0,0,0,0,5,0,0,0
Montipora_capitata_HIv3___TS.g23272.t1,0,9,0,124,89,92,105,0
STRG.6060,2,5,9,401,514,221,305,3
Montipora_capitata_HIv3___RNAseq.g6242.t1,0,22,28,132,119,119,67,4
Montipora_capitata_HIv3___RNAseq.g22104.t1,0,4,7,15,21,8,8,0
STRG.17025,196,355,79,73,73,98,104,323
STRG.17688,6267,9074,3287,9121,10486,8870,6652,10641
STRG.12062,130,203,78,318,329,310,242,104
Montipora_capitata_HIv3___RNAseq.g15836.t1,0,17,6,18,16,32,56,6
Montipora_capitata_HIv3___RNAseq.g22296.t1,0,0,6,9,21,10,8,0
Montipora_capitata_HIv3___RNAseq.g13882.t1,0,0,0,0,0,2,7,0
Montipora_capitata_HIv3___TS.g8377.t1,0,12,17,22,18,38,21,1
STRG.17682,3516,7978,12840,18471,15565,9191,10443,7164
Montipora_capitata_HIv3___TS.g24685.t1,0,4,14,12,23,14,6,1
Montipora_capitata_HIv3___RNAseq.g32187.t1,0,0,0,0,11,6,7,0
STRG.17683,3,68,10,0,9,26,19,7
STRG.17680,1,7,30,40,33,8,0,2
Montipora_capitata_HIv3___TS.g26107.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g21465.t1,0,0,5,38,42,46,42,8
Montipora_capitata_HIv3___RNAseq.g1106.t1,0,0,2,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g10407.t1,0,0,0,2,0,2,0,0
Montipora_capitata_HIv3___RNAseq.g48985.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g27590.t1,0,0,0,0,10,20,28,0
Montipora_capitata_HIv3___TS.g33944.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g43771.t1,0,35,0,0,0,38,3,44
Montipora_capitata_HIv3___RNAseq.g5515.t1,0,13,0,0,10,7,0,7
Montipora_capitata_HIv3___RNAseq.g45695.t1,0,8,7,17,12,43,29,0
Montipora_capitata_HIv3___TS.g45401.t1,0,0,0,0,5,4,3,0
Montipora_capitata_HIv3___RNAseq.g37545.t1,0,0,0,0,6,6,0,0
Montipora_capitata_HIv3___RNAseq.g37830.t1,0,0,1,0,1,2,0,0
STRG.19167,30,50,0,0,3,0,1,62
Montipora_capitata_HIv3___RNAseq.g10405.t1,0,0,0,0,0,7,4,0
Montipora_capitata_HIv3___RNAseq.g41095.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g41751.t1,0,21,21,1098,1539,2331,7012,0
Montipora_capitata_HIv3___TS.g41957.t1,0,0,0,0,1,0,0,0
STRG.15427,4948,8909,7412,4737,4514,2149,1155,8940
Montipora_capitata_HIv3___RNAseq.g3609.t1,0,0,0,0,0,4,3,0
Montipora_capitata_HIv3___RNAseq.g6240.t1,0,0,0,0,6,6,7,0
Montipora_capitata_HIv3___TS.g19628.t1,0,0,7,0,0,0,6,0
Montipora_capitata_HIv3___RNAseq.g13693.t1,0,0,0,0,0,0,3,0
Montipora_capitata_HIv3___TS.g40797.t1b,0,2,16,27,28,17,18,0
Montipora_capitata_HIv3___TS.g40797.t1a,0,6,93,65,90,153,65,0
Montipora_capitata_HIv3___RNAseq.g37547.t1,0,7,9,10,16,14,0,4
Montipora_capitata_HIv3___RNAseq.g48522.t1,0,0,4,0,6,0,0,0
Montipora_capitata_HIv3___TS.g50178.t1,0,0,0,1,0,0,0,0
STRG.2920,17,115,67,146,134,101,90,32
Montipora_capitata_HIv3___RNAseq.g40008.t1b,0,0,0,0,0,3,0,4
Montipora_capitata_HIv3___RNAseq.g40008.t1a,0,0,0,0,0,0,0,5
Montipora_capitata_HIv3___TS.g41228.t1,0,0,0,0,11,5,0,0
Montipora_capitata_HIv3___TS.g23535.t1,0,0,3,0,10,9,14,3
Montipora_capitata_HIv3___TS.g5906.t1,0,0,0,0,0,2,0,0
Montipora_capitata_HIv3___RNAseq.g2395.t1,0,0,0,3,10,8,5,0
Montipora_capitata_HIv3___RNAseq.g1767.t1,0,0,9,10,14,9,0,0
Montipora_capitata_HIv3___RNAseq.g47763.t1,0,4,8,10,17,13,9,2
Montipora_capitata_HIv3___TS.g4926.t1,0,0,4,3,3,7,1,0
STRG.2921,971,2074,827,1958,2196,1376,1115,1690
Montipora_capitata_HIv3___TS.g2129.t1,0,3,7,0,4,11,0,0
Montipora_capitata_HIv3___RNAseq.g30140.t1,0,0,0,0,0,3,0,0
Montipora_capitata_HIv3___RNAseq.g48664.t1a,0,0,0,0,0,4,2,0
Montipora_capitata_HIv3___RNAseq.g32938.t1,0,1,2,4,19,11,6,1
Montipora_capitata_HIv3___RNAseq.g22133.t1,0,0,4,0,0,2,0,0
Montipora_capitata_HIv3___RNAseq.g29845.t1,0,0,0,0,0,1,0,0
Montipora_capitata_HIv3___TS.g18317.t1,0,0,0,9,18,8,9,0
Montipora_capitata_HIv3___RNAseq.g43645.t1,0,0,1,0,1,0,0,0
STRG.17614,23,10,16,17,8,38,0,0
Montipora_capitata_HIv3___RNAseq.g49176.t1,0,0,0,0,3,5,6,0
Montipora_capitata_HIv3___RNAseq.g27909.t1,0,0,5,0,0,0,5,0
STRG.15388,319,919,684,868,851,459,278,585
Montipora_capitata_HIv3___TS.g35686.t1,0,0,19,29,52,25,39,0
Montipora_capitata_HIv3___TS.g3699.t1,0,0,0,0,0,4,4,0
Montipora_capitata_HIv3___RNAseq.g48600.t1,0,0,0,5,0,0,4,0
Montipora_capitata_HIv3___RNAseq.g38414.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g12790.t1,0,5,0,0,0,2,0,0
Montipora_capitata_HIv3___RNAseq.g5909.t1,0,0,0,4,0,5,8,0
Montipora_capitata_HIv3___TS.g25463.t1a,0,0,14,2,0,0,0,0
Montipora_capitata_HIv3___TS.g25463.t1b,0,0,3,9,0,0,4,0
Montipora_capitata_HIv3___TS.g8454.t1,0,0,0,11,0,17,2,0
Montipora_capitata_HIv3___RNAseq.g21258.t1,0,0,5,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g21215.t1,0,0,0,2,3,3,5,0
Montipora_capitata_HIv3___RNAseq.g18863.t1,0,0,0,0,0,2,0,0
Montipora_capitata_HIv3___RNAseq.g49099.t1,0,0,0,0,0,1,0,0
STRG.15380,14,17,26,25,16,64,161,20
STRG.13523,945,3605,713,2414,2095,1228,941,2310
STRG.13522,710,1405,407,811,575,203,72,880
Montipora_capitata_HIv3___TS.g14757.t1,0,4,10,5,4,7,0,0
Montipora_capitata_HIv3___RNAseq.g27571.t1,0,4,20,7,8,128,644,0
STRG.13527,53,181,94,79,194,422,333,129
STRG.13526,283,440,251,27,13,73,125,434
STRG.13525,577,2047,821,2489,1860,854,618,1601
STRG.13524,14,33,12,46,95,159,159,17
STRG.13529,1419,3942,1909,2608,2124,1471,901,3582
STRG.13528,4,0,0,20,26,17,12,9
Montipora_capitata_HIv3___RNAseq.g43007.t1,0,0,4,4,4,4,6,0
Montipora_capitata_HIv3___RNAseq.g28049.t1,0,0,0,0,0,5,5,0
Montipora_capitata_HIv3___RNAseq.g2001.t1,0,0,3,4,7,16,3,2
Montipora_capitata_HIv3___RNAseq.g43647.t1,0,0,3,0,8,9,10,5
Montipora_capitata_HIv3___RNAseq.g6943.t1,0,7,16,32,27,8,2,2
Montipora_capitata_HIv3___RNAseq.g17298.t1,0,0,0,0,0,7,10,3
Montipora_capitata_HIv3___TS.g8426.t1,0,1,0,0,6,0,0,0
Montipora_capitata_HIv3___RNAseq.g4972.t1,0,0,8,25,35,0,0,0
Montipora_capitata_HIv3___RNAseq.g27510.t1,0,0,0,2,12,14,7,0
Montipora_capitata_HIv3___RNAseq.g8510.t1,0,0,0,0,0,0,1,0
Montipora_capitata_HIv3___RNAseq.g41732.t1,0,0,0,13,10,22,4,0
Montipora_capitata_HIv3___RNAseq.g9500.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g19348.t1,0,0,1,0,5,2,2,0
Montipora_capitata_HIv3___RNAseq.g41804.t1,0,0,3,0,9,11,3,6
Montipora_capitata_HIv3___RNAseq.g13547.t1,0,0,0,6,0,0,0,1
Montipora_capitata_HIv3___TS.g32734.t2,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g23325.t1,0,0,0,20,9,20,65,4
Montipora_capitata_HIv3___RNAseq.g14476.t1,0,0,4,0,0,0,6,0
Montipora_capitata_HIv3___TS.g17743.t1,0,0,0,0,0,13,0,0
Montipora_capitata_HIv3___RNAseq.g17478.t1,0,0,0,0,16,2,0,0
Montipora_capitata_HIv3___RNAseq.g222.t1,0,1,0,21,48,207,22,2
Montipora_capitata_HIv3___TS.g33221.t1,0,0,0,0,5,0,0,0
Montipora_capitata_HIv3___TS.g8456.t1,0,0,21,97,118,221,683,0
Montipora_capitata_HIv3___RNAseq.g42883.t1,0,0,0,14,5,0,3,0
Montipora_capitata_HIv3___TS.g40496.t1,0,0,1,8,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g24104.t1,0,0,0,6,7,14,6,8
Montipora_capitata_HIv3___RNAseq.g13708.t1,0,0,0,0,2,0,2,0
Montipora_capitata_HIv3___RNAseq.g26233.t1,0,12,11,13,6,13,13,0
Montipora_capitata_HIv3___TS.g29505.t1,0,0,5,48,18,23,25,3
STRG.8947,12,30,6,12,10,10,20,15
Montipora_capitata_HIv3___RNAseq.g18141.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g42568.t1,0,0,0,2,1,10,5,0
STRG.13253,56,90,147,570,596,358,387,91
Montipora_capitata_HIv3___RNAseq.g30163.t1,0,26,16,27,35,24,67,19
Montipora_capitata_HIv3___RNAseq.g39912.t1,0,0,5,10,27,13,24,0
Montipora_capitata_HIv3___RNAseq.g20609.t1,0,0,0,17,10,0,2,3
Montipora_capitata_HIv3___RNAseq.g19954.t1,0,0,64,17,35,37,23,0
Montipora_capitata_HIv3___RNAseq.g43824.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g32899.t1,0,0,0,15,5,25,0,0
Montipora_capitata_HIv3___TS.g31078.t1,0,1,2,2,8,17,5,0
Montipora_capitata_HIv3___RNAseq.g47840.t1,0,4,5,4,28,10,27,0
Montipora_capitata_HIv3___RNAseq.g14474.t1,0,11,21,9,0,0,3,16
STRG.1017,43,29,100,526,478,440,333,33
Montipora_capitata_HIv3___TS.g31283.t1,0,0,1,0,6,0,0,1
Montipora_capitata_HIv3___RNAseq.g4954.t1,0,16,10,8,26,49,34,15
Montipora_capitata_HIv3___RNAseq.g33141.t1,0,0,8,21,31,20,5,0
Montipora_capitata_HIv3___TS.g2501.t2,0,6,0,13,0,8,16,8
Montipora_capitata_HIv3___RNAseq.g38648.t1,0,0,0,0,11,3,0,0
STRG.1015,17,6,13,52,56,54,20,63
Montipora_capitata_HIv3___RNAseq.g32309.t1,0,13,30,13,21,7,8,0
STRG.18752,4,3,3,3,0,0,2,6
Montipora_capitata_HIv3___RNAseq.g3044.t1,0,1,0,2,1,2,1,10
STRG.18755,525,891,324,1340,1136,1802,1352,926
Montipora_capitata_HIv3___RNAseq.g4031.t1,0,0,23,12,20,3,1,0
STRG.1012,8,10,8,14,24,28,59,5
Montipora_capitata_HIv3___RNAseq.g6119.t1,0,0,0,0,0,11,0,0
Montipora_capitata_HIv3___RNAseq.g31485.t1,0,1,4,6,0,7,3,0
Montipora_capitata_HIv3___RNAseq.g18322.t1,0,0,7,7,22,12,13,0
STRG.1011,21,29,66,223,308,160,641,24
Montipora_capitata_HIv3___TS.g26095.t1,0,0,0,0,0,3,0,0
Montipora_capitata_HIv3___TS.g21526.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g33651.t1,0,0,0,2,0,4,1,0
STRG.6815,299,285,71,85,193,423,796,432
STRG.18759,226,610,231,221,313,291,483,589
Montipora_capitata_HIv3___RNAseq.g12724.t1,0,5,24,34,60,13,23,0
STRG.152,272,367,288,872,776,733,476,423
Montipora_capitata_HIv3___RNAseq.g1620.t1,0,0,0,1,0,1,2,0
Montipora_capitata_HIv3___RNAseq.g26151.t1,0,0,0,0,3,0,0,0
Montipora_capitata_HIv3___RNAseq.g16845.t1,0,0,0,0,3,11,3,0
Montipora_capitata_HIv3___RNAseq.g2504.t1,0,5,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g21443.t1,0,16,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g49705.t1,0,0,0,0,0,18,0,0
Montipora_capitata_HIv3___TS.g26667.t4,0,0,10,10,21,50,41,7
Montipora_capitata_HIv3___TS.g1630.t1a,0,0,3,5,2,2,3,2
Montipora_capitata_HIv3___RNAseq.g5767.t1a,0,0,0,11,6,0,167,3
Montipora_capitata_HIv3___TS.g19514.t1,0,9,0,0,7,0,0,4
Montipora_capitata_HIv3___RNAseq.g43826.t1,0,0,0,2,2,11,4,0
Montipora_capitata_HIv3___TS.g27840.t1,0,0,0,0,0,4,2,0
Montipora_capitata_HIv3___RNAseq.g1314.t1,0,3,11,62,54,22,20,0
Montipora_capitata_HIv3___TS.g862.t1,0,0,0,0,4,10,0,0
Montipora_capitata_HIv3___RNAseq.g41408.t2,0,4,13,0,11,5,0,0
Montipora_capitata_HIv3___TS.g10247.t1,0,0,0,0,1,11,27,0
STRG.14885,65,66,16,132,174,103,72,54
STRG.7603,2034,2976,702,1921,2804,5363,3495,3118
Montipora_capitata_HIv3___RNAseq.g40009.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g34620.t1,0,0,7,3,3,5,0,0
Montipora_capitata_HIv3___RNAseq.g6877.t1,0,0,0,0,0,0,7,0
Montipora_capitata_HIv3___RNAseq.g5204.t1,0,0,0,0,0,16,0,2
Montipora_capitata_HIv3___RNAseq.g22370.t1,0,0,0,0,2,6,5,0
Montipora_capitata_HIv3___RNAseq.g36756.t1,0,99,32,24,70,38,0,60
STRG.7606,134,213,15,15,22,22,32,193
STRG.7607,7,12,0,0,0,0,2,13
Montipora_capitata_HIv3___RNAseq.g26249.t1,0,0,7,0,0,4,0,0
Montipora_capitata_HIv3___TS.g9240.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g21984.t1,0,4,28,138,153,66,50,3
STRG.14883,27,42,12,129,70,76,157,43
Montipora_capitata_HIv3___TS.g26284.t1,0,0,0,2,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g45377.t1,0,0,0,0,3,21,6,7
Montipora_capitata_HIv3___TS.g19516.t1,0,3,1,0,3,5,4,0
STRG.12585,5,4,12,813,932,1781,723,9
Montipora_capitata_HIv3___TS.g5346.t1,0,0,1,1,0,1,1,0
Montipora_capitata_HIv3___TS.g18758.t2a,0,0,0,0,0,9,0,0
Montipora_capitata_HIv3___RNAseq.g41390.t1,0,0,7,212,164,31,14,0
Montipora_capitata_HIv3___TS.g14124.t1,0,2,2,18,7,31,8,0
Montipora_capitata_HIv3___RNAseq.g46798.t1,0,3,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g30826.t1,0,0,0,0,0,0,0,0
STRG.8660,1,0,3,1,1,5,3,0
Montipora_capitata_HIv3___RNAseq.g24470.t1,0,25,0,11,19,22,17,5
STRG.14889,4,3,10,31,42,12,9,6
Montipora_capitata_HIv3___RNAseq.g1473.t1,0,16,8,4,12,9,4,0
STRG.14888,65,243,143,376,278,244,230,171
Montipora_capitata_HIv3___RNAseq.14659_t,0,26,54,94,188,518,382,12
STRG.17153,2264,3789,1814,5930,7880,10004,10161,3326
Montipora_capitata_HIv3___RNAseq.g35709.t1,0,0,0,2,3,0,5,0
Montipora_capitata_HIv3___RNAseq.957_t,0,13,7,7,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g36924.t1,0,0,4,13,3,138,411,15
Montipora_capitata_HIv3___RNAseq.g10477.t1,0,0,1,0,1,1,0,0
Montipora_capitata_HIv3___RNAseq.g5281.t1,0,0,0,7,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g33975.t1,0,24,30,6,0,30,12,0
Montipora_capitata_HIv3___RNAseq.g23616.t1,0,1,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g31973.t1,0,2,0,5,0,3,0,0
Montipora_capitata_HIv3___TS.g48928.t1,0,8,0,43,66,84,449,7
STRG.3590,317,507,168,484,559,597,301,362
Montipora_capitata_HIv3___TS.g5056.t1,0,0,1,0,1,1,1,0
STRG.3591,1354,2503,1222,1352,1379,1691,1061,2107
Montipora_capitata_HIv3___RNAseq.g17634.t1,0,0,0,0,0,7,0,0
STRG.17150,17,39,10,10,19,0,11,23
Montipora_capitata_HIv3___TS.g3520.t1,0,0,0,0,0,7,0,0
Montipora_capitata_HIv3___TS.g46741.t1,0,0,6,16,77,51,46,1
Montipora_capitata_HIv3___RNAseq.g11323.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g6843.t1,0,3,1,0,1,5,2,0
Montipora_capitata_HIv3___RNAseq.g45375.t1,0,9,22,20,8,18,8,0
Montipora_capitata_HIv3___RNAseq.g33317.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g37571.t1,0,3,3,20,5,0,5,0
Montipora_capitata_HIv3___TS.g9597.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g36662.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g19704.t1,0,0,0,0,0,3,0,0
Montipora_capitata_HIv3___RNAseq.g16393.t1,0,6,0,0,4,6,3,0
Montipora_capitata_HIv3___RNAseq.g15113.t1,0,0,12,4,9,10,9,4
Montipora_capitata_HIv3___RNAseq.g17636.t1,0,0,0,0,0,6,3,0
Montipora_capitata_HIv3___TS.g10518.t1,0,0,0,0,0,6,0,0
Montipora_capitata_HIv3___RNAseq.g19960.t1,0,15,2,5,3,3,3,0
Montipora_capitata_HIv3___RNAseq.g43393.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g13809.t1,0,32,36,81,82,48,36,0
Montipora_capitata_HIv3___TS.g24018.t1,0,0,0,5,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g4357.t1,0,0,0,0,3,0,0,0
Montipora_capitata_HIv3___RNAseq.g28478.t1,0,5,0,2,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g6633.t1,0,0,0,0,0,3,0,0
Montipora_capitata_HIv3___RNAseq.g49452.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g35181.t1,0,18,10,26,33,11,21,0
STRG.5592,5,0,0,0,0,7,0,0
STRG.5593,462,1110,267,15,59,67,54,849
STRG.9077,8,16,54,601,473,164,136,9
STRG.5591,2,6,0,0,5,0,0,12
STRG.9071,2315,10765,5166,2677,3087,4353,3588,9336
Montipora_capitata_HIv3___RNAseq.g36926.t1,0,16,29,119,162,144,115,0
Montipora_capitata_HIv3___RNAseq.g31971.t1,0,0,9,5,0,0,0,0
STRG.5595,1,0,4,2,2,5,0,0
Montipora_capitata_HIv3___RNAseq.g4389.t1,0,0,0,0,0,0,0,0
STRG.5598,16,41,47,15,6,1,7,12
STRG.5599,63,162,52,52,86,146,49,99
STRG.9079,4,19,0,108,52,12,13,0
STRG.9078,3,17,0,107,54,9,14,0
Montipora_capitata_HIv3___RNAseq.g43740.t1,0,0,0,0,6,0,0,0
Montipora_capitata_HIv3___TS.g3756.t1,0,0,0,5,4,0,11,9
Montipora_capitata_HIv3___RNAseq.g48286.t1,0,20,3,29,28,58,51,0
Montipora_capitata_HIv3___RNAseq.g38947.t1,0,5,7,4,5,7,8,4
Montipora_capitata_HIv3___RNAseq.g15250.t1,0,0,0,0,0,2,0,0
Montipora_capitata_HIv3___RNAseq.g22353.t1,0,0,0,0,0,0,4,0
Montipora_capitata_HIv3___RNAseq.g31828.t1,0,0,0,0,10,0,2,0
Montipora_capitata_HIv3___RNAseq.g36491.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g37404.t1,0,0,0,8,0,0,0,0
Montipora_capitata_HIv3___TS.g2179.t1,0,0,0,9,0,0,5,0
STRG.18280,3,16,37,113,73,53,12,11
Montipora_capitata_HIv3___RNAseq.g10589.t1,0,0,0,0,14,12,0,0
Montipora_capitata_HIv3___RNAseq.g38175.t1,0,1,0,9,0,2,0,0
STRG.18285,13,117,40,142,103,33,20,69
Montipora_capitata_HIv3___RNAseq.g44739.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g41989.t1,0,0,0,3,3,0,0,0
Montipora_capitata_HIv3___RNAseq.g32462.t1,0,0,0,8,0,3,7,0
Montipora_capitata_HIv3___RNAseq.5960_t,0,0,5,5,14,12,22,9
Montipora_capitata_HIv3___RNAseq.g49589.t1,0,1,2,2,5,4,6,0
STRG.14653,38,136,90,66,67,95,68,96
Montipora_capitata_HIv3___RNAseq.g21548.t1,0,0,0,0,0,0,5,0
Montipora_capitata_HIv3___RNAseq.g38815.t1,0,0,0,0,10,0,0,0
Montipora_capitata_HIv3___TS.g29312.t1,0,0,0,0,0,8,15,0
Montipora_capitata_HIv3___RNAseq.g37935.t1,0,5,0,7,0,6,12,0
STRG.8781,1,3,4,77,32,46,18,2
Montipora_capitata_HIv3___TS.g49147.t1,0,0,5,4,16,0,23,0
Montipora_capitata_HIv3___RNAseq.g19187.t1,0,0,0,0,7,0,0,0
Montipora_capitata_HIv3___RNAseq.g17010.t1,0,0,0,0,8,24,36,0
STRG.15528,4534,11408,5019,9456,9509,5148,3238,7657
Montipora_capitata_HIv3___RNAseq.g14399.t1,0,0,0,0,1,11,0,0
Montipora_capitata_HIv3___RNAseq.g42605.t1,0,5,7,27,10,6,0,0
Montipora_capitata_HIv3___RNAseq.g23288.t1,0,22,4,0,0,10,21,0
Montipora_capitata_HIv3___RNAseq.g15252.t1,0,0,4,2,0,2,3,0
Montipora_capitata_HIv3___TS.g41625.t1,0,0,3,7,5,0,0,0
Montipora_capitata_HIv3___RNAseq.g48608.t1,0,0,0,9,2,2,9,0
Montipora_capitata_HIv3___RNAseq.g14442.t1a,0,0,0,3,7,11,0,0
STRG.4244,459,785,297,570,691,697,543,936
STRG.4247,3,0,0,11,4,9,13,0
STRG.4246,5,0,0,9,12,11,5,0
STRG.4241,10,12,18,75,68,643,5393,27
STRG.4240,11,54,18,166,174,156,59,18
Montipora_capitata_HIv3___RNAseq.g10398.t1,0,0,0,5,9,0,4,0
STRG.4242,2212,3913,2095,6385,6437,5317,2493,3054
Montipora_capitata_HIv3___RNAseq.g7970.t1,0,26,45,111,105,40,13,0
Montipora_capitata_HIv3___RNAseq.g48947.t1,0,0,0,0,0,11,4,0
STRG.4249,159,347,556,7447,6413,6992,5049,336
STRG.4248,209,413,55,160,332,664,410,463
Montipora_capitata_HIv3___RNAseq.g4732.t1,0,0,2,0,0,0,0,0
STRG.14298,72,216,11,136,217,142,70,121
Montipora_capitata_HIv3___TS.g37801.t1,0,0,0,8,7,3,0,0
Montipora_capitata_HIv3___TS.g32093.t1,0,0,0,0,2,0,0,0
Montipora_capitata_HIv3___RNAseq.g27697.t1,0,0,3,6,8,5,8,0
Montipora_capitata_HIv3___TS.g49629.t1,0,0,0,0,0,0,3,0
STRG.14290,10,13,0,39,46,72,78,8
STRG.14291,70,203,197,302,285,168,85,109
Montipora_capitata_HIv3___RNAseq.g3957.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g27957.t1,0,0,0,0,0,0,0,0
STRG.14294,774,1063,840,1340,1465,1522,870,1130
Montipora_capitata_HIv3___RNAseq.g38739.t1,0,0,0,0,0,2,0,0
STRG.14296,16,41,152,194,75,212,184,13
STRG.14297,39,182,361,1074,936,454,250,77
STRG.7538,243,492,133,218,236,738,831,385
STRG.7539,25,78,50,290,263,146,97,86
STRG.7536,342,626,2252,7336,8933,1810,811,530
STRG.7537,820,3605,1977,3007,2372,712,529,3136
STRG.7534,9,4,36,74,24,34,41,20
STRG.7535,1,4,25,70,76,118,68,2
Montipora_capitata_HIv3___TS.g40862.t1,0,0,0,0,0,2,0,0
Montipora_capitata_HIv3___RNAseq.g29584.t1,0,9,9,20,21,14,11,0
STRG.7530,832,2016,735,909,1054,510,336,1985
STRG.7531,45,104,51,32,38,24,80,68
STRG.16761,2,2,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g24359.t1,0,0,0,0,0,0,0,0
STRG.15527,1116,2378,3400,3188,2621,2083,1342,1862
Montipora_capitata_HIv3___TS.g49422.t1,0,0,0,0,6,15,8,0
STRG.3629,2,0,0,2,0,0,8,0
STRG.3626,88,157,100,399,448,381,210,156
Montipora_capitata_HIv3___TS.g33364.t1,0,0,8,5,3,0,7,10
STRG.3624,32,105,60,222,300,291,175,44
STRG.3625,74,536,343,365,389,1158,1843,270
Montipora_capitata_HIv3___RNAseq.g34181.t1,0,0,0,3,8,6,0,0
Montipora_capitata_HIv3___TS.g47020.t1,0,5,0,3,0,0,0,0
STRG.3620,5143,16268,8651,8020,6604,2216,1955,16178
Montipora_capitata_HIv3___TS.g6141.t1,0,0,0,8,0,5,4,0
Montipora_capitata_HIv3___RNAseq.g33944.t1,0,0,0,0,0,0,0,0
STRG.16765,2,6,4,21,20,21,6,6
Montipora_capitata_HIv3___RNAseq.g6062.t1,0,0,1,7,8,15,12,0
Montipora_capitata_HIv3___RNAseq.g16253.t1,0,0,0,3,2,3,3,0
Montipora_capitata_HIv3___TS.g43671.t1,0,0,0,13,0,10,23,0
Montipora_capitata_HIv3___RNAseq.g94.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g9658.t1,0,5,14,32,32,17,11,0
Montipora_capitata_HIv3___TS.g6226.t1,0,0,2,7,6,36,43,2
Montipora_capitata_HIv3___RNAseq.g5538.t1,0,0,0,21,5,62,61,0
STRG.15653,33,148,523,1264,1008,561,400,100
STRG.15652,1444,1938,721,3603,3428,1980,933,1641
Montipora_capitata_HIv3___RNAseq.g40913.t1,0,0,3,5,4,11,6,1
Montipora_capitata_HIv3___RNAseq.g2012.t1,0,0,0,0,0,0,0,0
STRG.15657,30,200,115,164,209,113,74,85
STRG.15656,1620,6301,5028,4616,4884,3309,1891,3269
Montipora_capitata_HIv3___RNAseq.g34183.t1,0,3,1,0,6,0,9,0
STRG.15654,1001,1896,902,4451,3463,1885,876,1562
Montipora_capitata_HIv3___RNAseq.g7.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g21550.t1,0,0,0,0,6,8,6,0
Montipora_capitata_HIv3___RNAseq.g32264.t1,0,0,0,8,0,0,0,0
