gene_id,13_S31_R1_001.bam.gtf,23_S32_R1_001.bam.gtf,35_S33_R1_001.bam.gtf,52_S34_R1_001.bam.gtf,60_S35_R1_001.bam.gtf,72_S36_R1_001.bam.gtf,85_S37_R1_001.bam.gtf,9_S30_R1_001.bam.gtf
Montipora_capitata_HIv3___RNAseq.g9508.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g47198.t1,0,12,64,59,96,190,151,0
Montipora_capitata_HIv3___RNAseq.g16303.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g47903.t1,0,0,0,3,0,0,0,0
STRG.4728,1315,3165,935,2467,3040,3406,2429,3140
STRG.4729,4,0,0,0,0,0,0,0
STRG.4726,10,30,9,137,144,191,292,41
STRG.4727,830,2234,823,3888,3706,4946,2553,2190
Montipora_capitata_HIv3___RNAseq.g43170.t1,0,0,9,16,14,13,5,0
STRG.4725,125,218,169,656,688,477,473,301
STRG.4722,27,32,26,82,86,97,39,33
STRG.4723,195,633,243,1028,1073,1333,686,347
STRG.4720,88,303,121,567,868,976,691,227
STRG.4721,2,4,3,20,17,13,12,0
Montipora_capitata_HIv3___TS.g1425.t1,0,0,6,25,3,4,4,1
Montipora_capitata_HIv3___RNAseq.g36333.t1,0,6,22,40,40,26,5,2
Montipora_capitata_HIv3___TS.g42363.t1,0,0,4,11,11,8,6,0
Montipora_capitata_HIv3___RNAseq.g28310.t1,0,0,0,0,2,11,4,0
Montipora_capitata_HIv3___RNAseq.g16270.t1,0,0,3,0,0,7,0,0
Montipora_capitata_HIv3___RNAseq.g13917.t1,0,0,5,2,3,0,4,0
STRG.9264,1347,2946,1565,7133,7673,6988,4073,3577
Montipora_capitata_HIv3___RNAseq.g24781.t1,0,3,0,0,18,15,9,0
STRG.9266,3,10,18,15,8,3,5,3
STRG.9267,3,6,5,11,31,9,16,0
STRG.9260,30,105,31,27,19,30,990,98
STRG.9261,759,1700,154,127,239,1041,919,1720
STRG.9262,1195,3323,591,1340,1664,1692,630,2204
STRG.9263,58,561,194,23,40,12,38,213
Montipora_capitata_HIv3___RNAseq.g12118.t2b,0,4,8,3,7,2,1,0
STRG.9268,249,594,248,850,1113,1530,657,527
STRG.9269,77,222,168,744,816,496,227,170
Montipora_capitata_HIv3___RNAseq.g31705.t1,0,0,0,0,0,8,3,0
STRG.4094,6127,15576,5711,1417,1466,1862,1516,11128
STRG.4095,810,5990,3487,2790,2439,1726,1872,1925
STRG.4096,25,109,48,99,81,140,132,47
STRG.4097,392,802,390,929,836,847,855,475
Montipora_capitata_HIv3___RNAseq.g37728.t1,0,0,1,2,1,1,1,0
STRG.4091,57,115,320,2304,2703,2443,4102,139
STRG.4092,4142,6899,3550,5794,6235,7881,6205,6328
STRG.4093,2572,6920,5081,8328,10319,7068,4276,5076
Montipora_capitata_HIv3___RNAseq.g40035.t1,0,0,0,0,0,0,2,0
Montipora_capitata_HIv3___RNAseq.g13125.t1,0,0,0,0,7,27,13,0
STRG.4098,1077,2195,732,2090,2452,1714,1098,1717
STRG.4099,72,221,145,602,933,1082,647,161
Montipora_capitata_HIv3___RNAseq.g50606.t1,0,0,5,0,1,5,0,0
Montipora_capitata_HIv3___RNAseq.g16938.t1,0,0,0,2,0,8,6,0
Montipora_capitata_HIv3___RNAseq.g24907.t1,0,0,0,3,5,0,0,0
Montipora_capitata_HIv3___RNAseq.g2678.t1,0,0,0,0,2,0,0,0
Montipora_capitata_HIv3___RNAseq.g24253.t1,0,0,0,10,13,29,59,0
Montipora_capitata_HIv3___RNAseq.g43382.t1,0,15,2,3,12,14,5,1
STRG.5679,9,13,0,0,0,38,20,20
Montipora_capitata_HIv3___RNAseq.g9948.t1,0,0,0,0,0,5,0,0
Montipora_capitata_HIv3___RNAseq.g30309.t1,0,9,0,36,32,28,16,0
Montipora_capitata_HIv3___RNAseq.g33865.t1,0,0,8,0,5,10,0,0
STRG.9288,121,278,111,50,59,85,37,174
Montipora_capitata_HIv3___RNAseq.g38214.t1,0,3,2,5,9,7,5,0
Montipora_capitata_HIv3___RNAseq.g29736.t1,0,7,3,34,26,35,12,3
STRG.9289,603,1269,768,1365,1617,2040,1547,1210
STRG.13747,486,1786,913,520,481,437,339,1409
Montipora_capitata_HIv3___TS.g48144.t1,0,0,6,14,12,23,9,0
Montipora_capitata_HIv3___TS.g12845.t1,0,0,0,0,8,13,5,0
Montipora_capitata_HIv3___RNAseq.g42795.t1,0,0,0,5,8,3,0,0
Montipora_capitata_HIv3___RNAseq.g29745.t1,0,0,7,14,31,38,39,4
Montipora_capitata_HIv3___RNAseq.g2872.t1,0,0,1,0,0,10,0,0
Montipora_capitata_HIv3___TS.g50157.t1,0,0,0,0,4,20,16,4
Montipora_capitata_HIv3___RNAseq.g35773.t1,0,0,0,0,0,1,4,0
Montipora_capitata_HIv3___RNAseq.g31415.t1,0,0,0,2,0,0,2,0
Montipora_capitata_HIv3___RNAseq.g258.t1,0,0,1,1,1,1,3,0
STRG.9282,3,8,7,6,30,14,17,31
STRG.13746,194,423,100,220,263,201,92,363
Montipora_capitata_HIv3___TS.g45814.t1,0,0,0,4,0,6,0,0
Montipora_capitata_HIv3___RNAseq.g28312.t1,0,0,0,0,2,0,0,0
Montipora_capitata_HIv3___RNAseq.g22988.t1,0,0,0,0,0,0,5,0
STRG.9283,46,71,51,19,12,0,44,98
Montipora_capitata_HIv3___TS.g534.t1,0,0,0,3,0,0,0,0
STRG.5701,49,171,92,106,120,200,144,53
STRG.5700,1004,2172,1440,1063,1179,1126,605,1606
STRG.5707,668,1905,639,1040,1336,878,1004,1242
Montipora_capitata_HIv3___RNAseq.g9938.t1,0,0,0,0,0,0,0,0
STRG.5706,403,879,344,961,1198,1413,996,926
STRG.13745,5,17,10,22,14,39,29,19
Montipora_capitata_HIv3___RNAseq.g45847.t1,0,25,31,26,22,20,46,0
Montipora_capitata_HIv3___TS.g19640.t1,0,3,3,4,9,10,6,0
Montipora_capitata_HIv3___RNAseq.g306.t1,0,4,4,1,2,0,0,0
Montipora_capitata_HIv3___RNAseq.g16774.t1,0,0,0,0,0,7,9,0
STRG.5704,458,2106,1246,2504,2012,1155,955,1222
Montipora_capitata_HIv3___RNAseq.g13369.t1,0,0,0,0,0,5,0,0
Montipora_capitata_HIv3___RNAseq.g6029.t1,0,0,2,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g38216.t1,0,0,2,2,0,0,0,0
Montipora_capitata_HIv3___TS.g47377.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g22561.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g43314.t1,0,0,0,0,4,0,4,0
Montipora_capitata_HIv3___TS.g47505.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g21148.t1,0,0,0,0,0,5,0,0
Montipora_capitata_HIv3___TS.g3734.t1,0,0,0,14,9,0,27,0
Montipora_capitata_HIv3___RNAseq.g30859.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g42628.t1,0,54,95,264,348,223,109,0
Montipora_capitata_HIv3___RNAseq.g31877.t1,0,0,5,4,6,0,19,4
Montipora_capitata_HIv3___RNAseq.g17158.t1,0,0,7,9,0,27,13,0
Montipora_capitata_HIv3___RNAseq.g35679.t1,0,0,7,0,14,0,0,2
Montipora_capitata_HIv3___RNAseq.g16351.t1,0,0,0,0,0,0,2,0
Montipora_capitata_HIv3___TS.g2075.t1,0,0,13,0,0,8,0,0
Montipora_capitata_HIv3___TS.g27788.t1,0,0,0,0,0,0,6,0
Montipora_capitata_HIv3___RNAseq.g3440.t1,0,11,0,12,0,4,7,0
Montipora_capitata_HIv3___RNAseq.g15339.t1,0,0,1,3,0,1,3,0
Montipora_capitata_HIv3___TS.g24588.t1,0,12,11,9,38,19,20,0
Montipora_capitata_HIv3___RNAseq.g25857.t1,0,0,0,0,7,10,3,0
STRG.15020,381,1131,578,297,327,298,194,1119
STRG.15021,1070,2384,1355,810,980,746,536,2403
STRG.15022,718,1753,835,2674,2891,2445,1896,1363
STRG.15023,372,880,361,386,481,479,239,789
STRG.15024,23,116,330,526,438,212,161,24
Montipora_capitata_HIv3___TS.g2912.t1a,0,0,5,0,0,14,0,0
STRG.15026,752,2788,1823,3535,3103,2121,1360,2111
STRG.15027,1186,2706,852,912,1019,821,754,2094
STRG.15028,149,1106,700,1391,1402,1218,704,578
STRG.15029,835,2633,1584,3704,3081,1567,929,2050
Montipora_capitata_HIv3___TS.g34883.t1,0,0,0,0,10,0,0,0
Montipora_capitata_HIv3___RNAseq.g28498.t1,0,0,0,3,0,4,0,0
Montipora_capitata_HIv3___TS.g15606.t1,0,149,63,0,0,0,3,0
Montipora_capitata_HIv3___RNAseq.g678.t1,0,1,3,8,8,6,18,0
Montipora_capitata_HIv3___TS.g9940.t1,0,3,0,0,0,0,4,3
Montipora_capitata_HIv3___RNAseq.g32558.t1,0,0,0,12,9,12,13,0
Montipora_capitata_HIv3___TS.g2375.t1,0,0,0,1,0,0,0,0
Montipora_capitata_HIv3___TS.g27703.t1c,0,0,0,0,11,0,7,0
Montipora_capitata_HIv3___RNAseq.g30061.t1,0,4,0,496,424,612,479,10
Montipora_capitata_HIv3___RNAseq.g40178.t1,0,0,0,1,0,1,0,0
Montipora_capitata_HIv3___RNAseq.g28230.t1,0,0,0,0,3,66,56,3
Montipora_capitata_HIv3___TS.g3518.t1,0,0,0,0,0,0,0,0
STRG.13740,25,46,18,30,24,25,25,27
Montipora_capitata_HIv3___RNAseq.g15632.t1,0,3,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g43093.t1,0,0,0,0,5,2,0,0
Montipora_capitata_HIv3___TS.g47238.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g43015.t1,0,0,4,5,6,19,15,0
Montipora_capitata_HIv3___TS.g15027.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g50471.t1,0,0,3,0,0,0,0,0
Montipora_capitata_HIv3___TS.g45161.t1,0,16,0,3,5,15,2,2
Montipora_capitata_HIv3___RNAseq.21185_t,0,0,0,0,1,1,0,0
Montipora_capitata_HIv3___RNAseq.g34484.t1,0,40,110,697,792,428,128,0
Montipora_capitata_HIv3___RNAseq.g241.t1,0,6,1,3,2,14,2,0
Montipora_capitata_HIv3___TS.g10980.t1,0,0,0,0,118,96,58,0
Montipora_capitata_HIv3___RNAseq.g23646.t1,0,0,0,0,6,10,9,0
Montipora_capitata_HIv3___RNAseq.g23874.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g8850.t1,0,4,0,23,10,25,12,0
Montipora_capitata_HIv3___TS.g45163.t1,0,7,0,0,1,8,1,2
Montipora_capitata_HIv3___TS.g4607.t1,0,0,0,0,0,2,0,0
Montipora_capitata_HIv3___TS.g40903.t1,0,0,7,14,8,10,15,0
Montipora_capitata_HIv3___TS.g3404.t1,0,5,77,108,144,172,161,18
Montipora_capitata_HIv3___TS.g38336.t1,0,13,142,171,188,149,45,0
Montipora_capitata_HIv3___RNAseq.g49594.t1,0,0,0,0,0,3,0,0
Montipora_capitata_HIv3___TS.g11771.t1,0,0,0,2,0,3,1,0
Montipora_capitata_HIv3___RNAseq.g2265.t1,0,0,0,0,0,6,1,0
Montipora_capitata_HIv3___RNAseq.g49239.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g16537.t1,0,0,0,0,4,8,0,0
Montipora_capitata_HIv3___RNAseq.g21108.t1,0,0,0,5,5,4,0,2
Montipora_capitata_HIv3___RNAseq.g23876.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g24850.t1,0,3,0,10,16,6,6,3
Montipora_capitata_HIv3___RNAseq.g15564.t1,0,0,0,0,0,0,1,0
Montipora_capitata_HIv3___RNAseq.g36920.t1,0,0,3,2,4,14,0,0
Montipora_capitata_HIv3___RNAseq.g6629.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g27031.t1,0,0,0,0,2,3,0,0
Montipora_capitata_HIv3___RNAseq.g13351.t1,0,16,13,14,19,66,18,0
STRG.12551,5,50,8,75,14,7,3,14
STRG.12550,55,130,213,302,166,884,1228,163
STRG.12553,14,20,0,58,65,136,303,11
STRG.12552,51,263,329,661,786,786,1655,45
Montipora_capitata_HIv3___RNAseq.g33922.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g21743.t1,0,0,0,2,3,4,11,0
STRG.12557,245,657,207,382,591,643,470,506
STRG.12556,96,793,237,929,1158,1151,925,209
STRG.12559,5,45,17,41,71,175,140,25
STRG.12558,525,1538,830,1543,1317,1126,489,1415
Montipora_capitata_HIv3___RNAseq.g24660.t1,0,0,2,12,9,21,10,0
STRG.18737,5,7,29,36,76,54,47,8
STRG.18736,8,4,3,16,10,21,23,0
STRG.18735,5,4,31,17,5,3,12,5
STRG.14868,1151,3240,1358,401,472,1161,1192,1933
STRG.18733,2,0,0,4,6,3,8,7
STRG.18732,6,43,28,4,0,8,0,28
STRG.18731,3,11,23,41,31,68,31,4
STRG.18730,208,624,121,28,20,19,22,484
STRG.14863,3,3,3,8,10,7,8,6
STRG.14862,2,15,18,18,37,18,32,2
STRG.14861,1,0,0,0,0,0,0,0
STRG.14860,16,25,49,19,20,63,69,28
STRG.14867,63,452,276,470,568,661,284,134
STRG.14866,7,6,4,1,1,2,1,8
STRG.18739,5,4,13,8,10,12,11,8
STRG.18738,2,4,71,609,520,77,38,0
Montipora_capitata_HIv3___RNAseq.g45773.t1,0,0,4,10,0,6,5,3
Montipora_capitata_HIv3___RNAseq.g4428.t1,0,2,5,14,9,10,9,0
Montipora_capitata_HIv3___TS.g36510.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g17764.t1,0,3,1,0,0,0,0,0
Montipora_capitata_HIv3___TS.g19769.t1,0,0,0,0,8,0,0,0
Montipora_capitata_HIv3___RNAseq.g20412.t1,0,0,0,0,0,0,0,0
STRG.12089,4521,7466,5521,11140,8892,5361,3510,7178
STRG.12088,626,1440,660,936,914,711,367,842
Montipora_capitata_HIv3___RNAseq.g18341.t1,0,0,0,0,3,0,0,0
Montipora_capitata_HIv3___TS.g8852.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g5996.t1,0,0,0,0,0,0,0,0
STRG.12083,3,13,0,0,5,5,10,0
STRG.12082,423,3062,2396,1926,1779,767,318,1298
STRG.12081,302,862,669,1865,1754,1253,766,652
STRG.12080,37,56,78,71,56,45,30,65
STRG.12087,241,783,588,874,519,330,127,739
STRG.12086,3544,15663,4339,2305,2226,1617,973,8600
STRG.12085,76,69,45,32,52,12,18,102
STRG.12084,8,83,32,34,283,138,141,79
Montipora_capitata_HIv3___RNAseq.g39190.t1,0,0,0,0,3,21,13,0
Montipora_capitata_HIv3___TS.g37474.t1,0,25,118,49,89,168,428,3
Montipora_capitata_HIv3___RNAseq.g46295.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g19175.t1,0,0,0,0,0,2,0,0
Montipora_capitata_HIv3___TS.g50860.t1,0,10,17,120,151,189,444,3
Montipora_capitata_HIv3___TS.g33162.t2,0,23,37,92,159,170,169,36
STRG.11517,291,570,199,207,239,183,200,562
Montipora_capitata_HIv3___TS.g29375.t1,0,0,0,0,6,0,4,0
Montipora_capitata_HIv3___RNAseq.g32194.t1,0,0,0,7,0,3,0,0
STRG.16700,5,10,22,25,23,9,0,14
STRG.16701,1,6,0,11,21,0,16,4
STRG.16702,232,633,131,44,8,15,55,533
STRG.16703,3,11,7,12,7,18,11,2
STRG.16704,3,21,165,44,35,7,0,10
STRG.16705,55,77,45,12,18,72,57,111
Montipora_capitata_HIv3___RNAseq.g27033.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g4427.t1,0,0,9,12,19,12,6,0
STRG.16708,96,355,179,560,461,260,261,294
Montipora_capitata_HIv3___RNAseq.g28229.t1,0,0,0,0,0,6,0,0
Montipora_capitata_HIv3___TS.g42416.t1,0,0,6,1,0,7,4,0
STRG.19425,708,1920,356,210,121,328,564,1206
STRG.15051,665,1867,1512,7053,8154,10268,3473,1325
Montipora_capitata_HIv3___RNAseq.g50021.t1,0,3,3,3,18,83,276,0
Montipora_capitata_HIv3___TS.g41233.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g6019.t1,0,0,5,2,0,3,0,0
STRG.8675,204,324,602,3474,3710,2474,1304,361
Montipora_capitata_HIv3___RNAseq.g6698.t1,0,0,0,0,3,0,0,5
Montipora_capitata_HIv3___TS.g16585.t1a,0,5,0,24,15,97,45,9
STRG.8676,229,731,613,1032,970,480,264,529
Montipora_capitata_HIv3___TS.g19389.t1,0,0,0,10,0,2,0,0
STRG.15052,12,87,12,49,97,128,66,39
STRG.19429,2,3,0,5,3,0,0,7
STRG.15055,2,1,0,0,0,0,1,3
Montipora_capitata_HIv3___TS.g17462.t1,0,2,2,6,18,2,0,0
STRG.8671,861,2191,1077,1738,2221,1875,721,1425
Montipora_capitata_HIv3___TS.g213.t1,0,0,0,4,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g39979.t1,0,0,1,0,2,0,0,0
Montipora_capitata_HIv3___RNAseq.g49149.t1,0,0,1,6,3,2,4,0
STRG.8673,1239,4356,1693,3686,4176,3918,3704,2185
Montipora_capitata_HIv3___RNAseq.g3634.t1,0,0,0,0,0,4,0,0
Montipora_capitata_HIv3___RNAseq.g629.t1,0,0,1,0,5,1059,5066,0
STRG.19466,55,23,20,25,30,8,18,46
STRG.19467,1679,1440,365,561,631,619,422,2475
STRG.19460,7,15,13,15,13,12,7,3
STRG.19461,1459,3058,1714,2058,1950,1306,711,3346
STRG.19462,484,702,492,1124,910,659,406,711
Montipora_capitata_HIv3___TS.g42713.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g37551.t1,0,0,0,0,6,0,2,0
STRG.19468,1,0,0,0,0,2,1,4
STRG.19469,30,22,25,14,25,33,41,26
Montipora_capitata_HIv3___RNAseq.g48330.t1,0,0,5,0,6,9,10,0
Montipora_capitata_HIv3___RNAseq.g25576.t1,0,0,0,1,9,9,9,0
Montipora_capitata_HIv3___RNAseq.g48517.t1,0,0,3,0,12,13,9,7
Montipora_capitata_HIv3___RNAseq.g4571.t1,0,0,0,1,0,2,0,0
Montipora_capitata_HIv3___RNAseq.g32196.t1,0,0,0,0,0,11,0,6
Montipora_capitata_HIv3___RNAseq.g38405.t1,0,33,17,22,43,41,22,0
Montipora_capitata_HIv3___RNAseq.g3800.t1,0,4,3,5,16,5,6,0
Montipora_capitata_HIv3___RNAseq.g24259.t1,0,2,4,0,2,5,1,10
Montipora_capitata_HIv3___TS.g22664.t1,0,0,0,2,0,0,0,0
Montipora_capitata_HIv3___TS.g34073.t1,0,0,6,12,14,4,0,0
STRG.9709,2215,9376,6473,14425,13254,7978,6193,6675
STRG.9708,4,20,41,83,229,477,1375,8
STRG.9707,376,2363,1954,4380,4077,2120,1096,1235
STRG.9706,2,13,57,63,73,107,50,1
STRG.9705,170,556,702,1420,1160,749,281,270
STRG.9704,610,3070,3760,6369,5212,2323,1917,1503
Montipora_capitata_HIv3___RNAseq.g47770.t1,0,102,59,77,92,107,54,1
STRG.9702,2223,4499,1339,1196,1557,1398,1719,3221
STRG.9701,113,173,746,7829,6791,3937,1989,196
STRG.9700,6,8,69,163,257,21,28,8
STRG.6823,19,17,0,2,9,9,5,37
STRG.6822,79,206,646,2711,2537,1757,817,118
STRG.6821,1521,5033,11617,13570,12896,6002,4265,3076
STRG.6820,371,1030,293,1398,1144,507,264,715
STRG.6827,506,1214,754,535,676,713,319,908
STRG.6826,15,69,74,127,85,207,118,43
STRG.6825,3,22,12,29,27,61,30,14
STRG.6824,19,25,17,0,16,19,22,54
STRG.6829,603,944,322,206,246,118,35,1065
STRG.6828,82,183,66,196,226,226,132,178
Montipora_capitata_HIv3___RNAseq.g29830.t1,0,0,0,0,0,1,0,0
STRG.18346,5,4,0,2,2,3,0,8
STRG.17071,14,59,36,5,0,0,4,41
STRG.17070,4,22,30,39,14,13,0,12
STRG.17073,43,57,143,358,303,188,138,17
STRG.17072,56,60,37,5,6,7,0,54
STRG.17075,10,21,7,0,11,13,26,28
STRG.17074,13,67,174,667,649,292,250,21
STRG.17077,10,0,0,0,0,24,9,5
STRG.17076,1,0,2,1,2,5,5,0
STRG.17079,39,98,434,1044,1082,599,394,66
STRG.17078,14,5,4,8,4,0,0,0
Montipora_capitata_HIv3___RNAseq.g44498.t1,0,0,5,2,11,24,8,0
STRG.17563,497,760,404,733,1160,730,437,489
Montipora_capitata_HIv3___RNAseq.g10927.t1,0,0,3,2,4,2,3,2
Montipora_capitata_HIv3___RNAseq.g24101.t1,0,0,4,2,8,8,0,0
Montipora_capitata_HIv3___RNAseq.g22659.t1,0,0,0,6,0,11,0,0
Montipora_capitata_HIv3___RNAseq.g22614.t1,0,0,0,1,2,2,0,0
Montipora_capitata_HIv3___RNAseq.g45218.t1,0,8,5,2,5,7,18,6
Montipora_capitata_HIv3___RNAseq.g34673.t1,0,0,1,12,1,12,5,0
STRG.14443,144,239,54,83,81,209,285,208
Montipora_capitata_HIv3___RNAseq.g2695.t1,0,0,0,0,0,5,4,0
Montipora_capitata_HIv3___RNAseq.g8345.t1,0,0,0,2,4,0,0,0
Montipora_capitata_HIv3___RNAseq.g40311.t1,0,0,2,6,18,6,13,0
Montipora_capitata_HIv3___RNAseq.g48332.t1,0,0,0,0,0,0,0,0
STRG.10491,4,18,9,5,5,9,3,2
Montipora_capitata_HIv3___TS.g27292.t1,0,0,0,0,0,0,13,3
Montipora_capitata_HIv3___RNAseq.g33257.t2,0,6,0,10,12,34,23,5
Montipora_capitata_HIv3___RNAseq.g19598.t1,0,0,2,0,0,3,0,0
STRG.17565,255,626,337,341,381,210,210,467
Montipora_capitata_HIv3___RNAseq.g8191.t1,0,2,3,2,3,2,4,1
STRG.17564,2041,7385,4453,4659,4609,3458,3074,4671
Montipora_capitata_HIv3___RNAseq.g46061.t1,0,5,1,5,20,65,65,4
Montipora_capitata_HIv3___RNAseq.g16733.t1,0,0,3,4,4,0,0,0
Montipora_capitata_HIv3___RNAseq.g40613.t1,0,0,0,25,13,4,9,0
Montipora_capitata_HIv3___RNAseq.g34671.t1,0,0,1,6,0,11,1,0
Montipora_capitata_HIv3___RNAseq.g7730.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g21399.t1,0,0,0,3,4,7,8,0
Montipora_capitata_HIv3___RNAseq.g21206.t1,0,0,0,0,14,4,0,0
STRG.18611,144,156,48,44,57,9,7,202
Montipora_capitata_HIv3___RNAseq.g34865.t1,0,0,0,0,0,0,0,0
STRG.103,2152,3968,1389,7133,7775,4218,1678,3598
STRG.102,1024,3438,2587,3453,2883,825,534,2949
Montipora_capitata_HIv3___RNAseq.g43509.t1,0,0,0,0,0,0,0,0
STRG.100,49,131,11,266,440,628,376,124
STRG.107,66,176,1421,4124,3230,2697,895,187
STRG.106,21,91,23,47,52,17,48,78
STRG.105,1149,2252,481,461,717,633,501,1773
STRG.104,32,35,61,64,43,127,29,23
Montipora_capitata_HIv3___RNAseq.g1359.t1,0,1,2,14,6,11,11,0
STRG.109,4754,12966,8025,15007,13509,9041,6588,9437
STRG.108,1,0,8,14,47,35,54,0
STRG.16565,5,0,13,135,226,188,255,0
Montipora_capitata_HIv3___RNAseq.g46649.t1,0,0,0,8,5,0,5,0
Montipora_capitata_HIv3___RNAseq.g24620.t1,0,2,0,5,0,0,2,0
Montipora_capitata_HIv3___RNAseq.g20618.t1,0,0,4,0,12,0,0,0
Montipora_capitata_HIv3___RNAseq.g29013.t1,0,3,6,0,19,13,22,12
Montipora_capitata_HIv3___RNAseq.g24649.t1,0,0,0,12,22,17,18,0
Montipora_capitata_HIv3___RNAseq.g44732.t1,0,1,3,25,46,30,31,0
Montipora_capitata_HIv3___RNAseq.g4086.t1,0,0,3,0,7,25,15,0
Montipora_capitata_HIv3___TS.g31586.t1,0,14,19,0,12,0,8,9
Montipora_capitata_HIv3___RNAseq.g44995.t1,0,0,0,8,0,13,39,3
Montipora_capitata_HIv3___RNAseq.g26444.t1,0,0,12,21,19,28,27,1
Montipora_capitata_HIv3___RNAseq.g17385.t1,0,1,0,10,3,8,12,3
Montipora_capitata_HIv3___RNAseq.g12413.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g31759.t1,0,1,0,0,1,0,0,0
Montipora_capitata_HIv3___RNAseq.g15888.t2b,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g23332.t1,0,1,0,5,10,5,9,0
Montipora_capitata_HIv3___RNAseq.g28684.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g30486.t1,0,0,0,0,7,10,4,0
Montipora_capitata_HIv3___RNAseq.g32785.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g4084.t1,0,0,3,0,3,6,4,0
Montipora_capitata_HIv3___TS.g44788.t3,0,31,173,212,229,83,188,0
Montipora_capitata_HIv3___RNAseq.g31127.t1,0,0,4,4,3,6,3,0
Montipora_capitata_HIv3___RNAseq.g5489.t1,0,0,3,9,12,12,15,0
Montipora_capitata_HIv3___RNAseq.g8810.t1,0,5,0,0,5,16,3,0
Montipora_capitata_HIv3___TS.g31611.t1,0,0,0,0,0,4,6,0
Montipora_capitata_HIv3___TS.g14282.t1,0,5,1,15,8,5,0,12
STRG.10935,191,437,130,680,804,660,367,287
STRG.10934,384,1162,954,1069,1384,834,546,684
STRG.10937,1244,3832,2245,1666,1215,1247,982,3072
STRG.10936,18010,30412,14713,13775,12385,5943,3693,28340
STRG.10931,331,1124,254,69,134,312,423,549
STRG.10930,668,1748,571,1974,2303,2297,2004,958
STRG.10933,62,171,54,11,10,7,16,169
STRG.10932,169,296,229,326,397,416,387,313
STRG.1880,1879,4242,1247,1487,1364,518,472,3573
STRG.1881,1262,3781,3112,2999,2555,1044,583,2388
STRG.1882,105,355,335,504,843,657,392,242
STRG.1883,48,173,130,1025,1275,1027,883,110
STRG.1884,220,524,82,547,715,678,497,500
STRG.1885,2,0,0,3,0,1,0,2
STRG.1886,873,2755,1672,2879,3075,1687,1244,2256
STRG.1887,259,1112,258,210,407,565,399,514
STRG.14038,2329,6635,3880,6712,6116,4865,2206,3892
STRG.14039,894,2478,1152,2378,2086,240,112,1898
Montipora_capitata_HIv3___RNAseq.g3968.t1,0,4,0,0,4,3,0,0
STRG.11048,8314,10275,5377,8900,10174,9001,6769,10804
STRG.11049,1541,3360,1544,2921,2880,2875,2139,2700
STRG.14030,19,39,84,102,0,9,12,52
STRG.11047,614,1950,535,131,285,263,251,1505
STRG.14032,71,71,113,71,119,180,105,110
STRG.11045,254,1133,654,174,185,272,125,874
STRG.14034,9,21,4,27,6,4,2,42
STRG.11043,236,1298,709,541,461,493,628,953
STRG.14036,3921,5369,1512,1400,1368,1060,689,5229
STRG.11041,2214,5861,3070,1618,1748,807,486,3916
Montipora_capitata_HIv3___RNAseq.g2815.t1,0,0,0,0,0,5,3,3
Montipora_capitata_HIv3___RNAseq.g4505.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g49884.t1,0,3,0,0,29,12,12,0
Montipora_capitata_HIv3___RNAseq.g32660.t1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14234.t1,0,0,9,9,14,34,7,0
Montipora_capitata_HIv3___RNAseq.g6952.t1,0,34,27,21,41,64,30,32
